,datetime,SPY,QQQ,IWM,VTI,EFA,EEM,IJH,GLD,IYR,TAN,LIT,FXI,ARKK,VGT,XLF,XLV,XLY,XLI,GOVT,LQD,HYG,XLK,XLE,VIT
1119,2009-06-15,71.10384368896484,31.59025764465332,42.31495666503906,,30.899755477905273,24.487117767333984,47.46688461303711,91.0999984741211,20.19243812561035,78.40380859375,,27.555408477783203,,,7.683513164520264,19.520368576049805,19.40728187561035,17.346965789794922,,60.333126068115234,34.63118362426758,,33.22813415527344,
1120,2009-06-16,70.13945770263672,31.28227996826172,41.60641860961914,,30.542381286621094,24.118268966674805,46.68473815917969,91.93000030517578,19.90597152709961,77.36239624023438,,26.834636688232422,,,7.550927639007568,19.598960876464844,18.917530059814453,17.02838706970215,,60.29657745361328,34.3005485534668,,32.52008056640625,
1121,2009-06-17,70.0705795288086,31.58145523071289,41.82887268066406,,30.628408432006836,23.84726905822754,46.58695602416992,92.3499984741211,19.6256103515625,74.98200988769531,,26.921125411987305,,,7.329957485198975,20.046884536743164,19.183156967163086,16.899446487426758,,60.369667053222656,34.10219192504883,,31.990625381469727,
1122,2009-06-18,70.58335876464844,31.519855499267578,42.018348693847656,,30.575464248657227,23.779523849487305,46.93729019165039,91.61000061035156,19.723127365112305,74.16375732421875,,26.7841796875,,,7.506731986999512,20.43195152282715,19.125051498413086,16.91461753845215,,59.602149963378906,34.428401947021484,,31.869413375854492,
1123,2009-06-19,70.84353637695312,31.858165740966797,42.27375793457031,,31.0585880279541,23.89996910095215,47.0187873840332,91.9000015258789,19.93644905090332,73.6430435180664,,26.863468170166016,,,7.640632629394531,20.597808837890625,19.28177261352539,16.951269149780273,,60.05290985107422,34.46366500854492,,31.551401138305664,
1124,2009-06-22,68.71914672851562,30.906652450561523,40.77428436279297,,30.05925178527832,23.034299850463867,45.43003845214844,90.54000091552734,18.918601989746094,67.32015991210938,,26.235210418701172,,,7.196413516998291,20.226612091064453,18.706571578979492,16.386228561401367,,60.272216796875,33.99638748168945,,29.974157333374023,
1125,2009-06-23,68.77306365966797,30.836183547973633,40.444725036621094,,30.454639434814453,23.183799743652344,45.164363861083984,90.91999816894531,19.08316421508789,68.58473205566406,,26.038890838623047,,,7.27891206741333,20.163419723510742,18.51484489440918,16.233516693115234,,60.75950622558594,34.0536994934082,,30.15367317199707,
1126,2009-06-24,69.36573791503906,31.355987548828125,40.881385803222656,,30.481678009033203,23.69224739074707,45.785621643066406,91.44999694824219,19.3968448638916,70.59318542480469,,26.816926956176758,,,7.36775541305542,20.26609230041504,18.62320899963379,16.340417861938477,,60.66202163696289,34.225624084472656,,30.27549934387207,
1127,2009-06-25,70.87432861328125,31.972719192504883,42.05956268310547,,31.12375259399414,24.39800453186035,46.98727798461914,92.30999755859375,19.70621681213379,71.18827056884766,,27.609514236450195,,,7.5264058113098145,20.826847076416016,19.273439407348633,16.844364166259766,,61.13715362548828,34.55182647705078,,30.91023826599121,
1128,2009-06-26,70.68958282470703,32.04319763183594,42.20785140991211,,31.062917709350586,24.52701759338379,47.036338806152344,92.29000091552734,19.879453659057617,70.59318542480469,,27.900367736816406,,,7.564480781555176,20.826847076416016,19.140058517456055,16.77565574645996,,61.16762161254883,34.54300308227539,,30.7050724029541,
